/////////////////////////////////////////////////////////////////////  
///                                                              /// 
///                                                             /// 
/// BEST  TIMECYC FOR GTA SAN ANDREAS AND SA-MP V1 BY ROBERT   ///                                                                        
///  CREATED BY ROBERT ENB SERIES(BadDriver on some forums)   ///
///             I am the owner of this mod!                  ///                            
///                                                         ///                                                                 
///                                                        ///                                                              
///                                                       ///
///                                                      ///
///////////////////////////////////////////////////////////


//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//////////// SUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
50 50 50	212 183 100	255 255 255	7 0 5	2 0 0	255 128 0	5 0 0	1 0.3 0.7 200 100 0 1000 100 1	30 20 0	3 3 3	18 18 16 240	72 0 0 0	127 0 0 0	0 40 0 0
//5AM
22 22 22	194 194 142	255 255 255	0 0 0	0 0 6	0 0 0	0 0 0	0 1 0.2 150 100 0 2000 100 1	0 0 0	0 0 0	53 104 104 240	127 80 80 80	127 60 190 190	0 90 0 0
//6AM
22 22 22	210 194 182	255 255 255	6 144 255	229 255 40	255 128 0	255 128 0	8.4 1 0.3 140 93 0 2300 100 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
5 0 0	255 181 106	255 255 255	26 112 255	148 229 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
5 0 0	255 181 106	255 255 255	5 88 255	0 118 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//7PM
8 5 5	255 255 182	255 255 255	55 103 255	62 161 255	255 255 255	255 255 255	3.9 1 0 110 40 75 2300 10 0.8	0 0 0	192 192 192	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 1
//8PM
25 14 14	210 194 182	255 255 255	98 155 255	255 117 45	255 128 0	255 128 0	2 1 0.4 100 60 0 2300 10 1	0 0 0	128 0 64	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 1
//10PM
0 0 0	225 204 202	255 255 255	0 0 0	7 0 0	255 128 0	5 8 0	1 0.5 0.7 160 100 0 1400 10 0.8	70 27 10	0 0 0	71 46 53 170	12 77 143 84	127 76 51 0	0 30 0 1
//
//////////// EXTRASUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
50 50 50	212 183 100	255 255 255	7 0 5	2 0 0	255 128 0	5 0 0	1 0.3 0.7 200 100 0 1000 100 1	30 20 0	3 3 3	18 18 16 240	72 0 0 0	127 0 0 0	0 40 0 0
//5AM
22 22 22	194 194 142	255 255 255	0 0 0	0 0 6	0 0 0	0 0 0	0 1 0.2 150 100 0 2000 100 1	0 0 0	0 0 0	53 104 104 240	127 80 80 80	127 60 190 190	0 90 0 0
//6AM
22 22 22	210 194 182	255 255 255	6 144 255	229 255 40	255 128 0	255 128 0	8.4 1 0.3 140 93 0 2300 100 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
5 0 0	255 181 106	255 255 255	26 112 255	148 229 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
5 0 0	255 181 106	255 255 255	5 88 255	0 118 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//7PM
8 5 5	255 255 182	255 255 255	55 103 255	62 161 255	255 255 255	255 255 255	3.9 1 0 110 40 75 2300 10 0.8	0 0 0	192 192 192	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 1
//8PM
25 14 14	210 194 182	255 255 255	98 155 255	255 117 45	255 128 0	255 128 0	2 1 0.4 100 60 0 2300 10 1	0 0 0	128 0 64	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 1
//10PM
0 0 0	225 204 202	255 255 255	0 0 0	7 0 0	255 128 0	5 8 0	1 0.5 0.7 160 100 0 1400 10 0.8	70 27 10	0 0 0	71 46 53 170	12 77 143 84	127 76 51 0	0 30 0 1
//
//////////// SUNNY_SMOG_LA
50 50 50	212 183 100	255 255 255	7 0 5	2 0 0	255 128 0	5 0 0	1 0.3 0.7 200 100 0 1000 100 1	30 20 0	3 3 3	18 18 16 240	72 0 0 0	127 0 0 0	0 40 0 0
//5AM
22 22 22	194 194 142	255 255 255	0 0 0	0 0 6	0 0 0	0 0 0	0 1 0.2 150 100 0 2000 100 1	0 0 0	0 0 0	53 104 104 240	127 80 80 80	127 60 190 190	0 90 0 0
//6AM
22 22 22	210 194 182	255 255 255	6 144 255	229 255 40	255 128 0	255 128 0	8.4 1 0.3 140 93 0 2300 100 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
5 0 0	255 181 106	255 255 255	26 112 255	148 229 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
5 0 0	255 181 106	255 255 255	5 88 255	0 118 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//7PM
8 5 5	255 255 182	255 255 255	55 103 255	62 161 255	255 255 255	255 255 255	3.9 1 0 110 40 75 2300 10 0.8	0 0 0	192 192 192	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 1
//8PM
25 14 14	210 194 182	255 255 255	98 155 255	255 117 45	255 128 0	255 128 0	2 1 0.4 100 60 0 2300 10 1	0 0 0	128 0 64	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 1
//10PM
0 0 0	225 204 202	255 255 255	0 0 0	7 0 0	255 128 0	5 8 0	1 0.5 0.7 160 100 0 1400 10 0.8	70 27 10	0 0 0	71 46 53 170	12 77 143 84	127 76 51 0	0 30 0 1
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
20 20 20	101 101 95	255 255 255	0 0 0	0 0 0	0 0 0	0 0 0	1 1 1 200 100 0 1000 0 1	30 20 0	23 28 30	38 43 51 210	127 50 50 10	127 88 67 67	155 0 0 1
//5AM
10 2 10	108 108 101	255 255 255	21 21 21	37 37 37	10 10 0	10 0 0	0 1 1 200 100 0 1000 0 1	82 31 12	23 28 30	6 17 45 220	127 70 61 47	127 94 74 70	155 0 0 1
//6AM
12 12 12	153 153 153	255 255 255	58 58 58	70 70 70	10 10 0	10 0 0	3.4 0.9 0.9 200 100 0 1000 0 0.8	100 34 25	23 28 30	60 60 68 210	127 64 64 64	127 86 55 14	155 60 100 1
//7AM
5 5 12	139 139 139	255 255 255	103 111 126	129 136 150	10 10 0	10 0 0	0 0.7 0.8 200 50 0 1600 0 0.5	120 40 40	46 58 61	86 86 99 230	127 124 124 124	127 96 61 15	155 0 0 1
//Midday
5 5 12	182 183 183	255 255 255	2 82 125	11 104 159	10 10 0	10 0 0	2.5 0.5 0.7 80 0 120 1100 0 0.3	120 100 100	92 116 123	32 82 123 230	127 124 124 124	127 96 61 15	155 60 90 1
//7PM
78 33 3	173 173 173	255 255 255	170 89 9	210 111 11	245 168 5	214 82 3	3 23.2 1 80 0 0 1000 0 0.8	120 100 100	71 90 95	145 102 15 200	127 124 124 124	127 96 61 15	155 80 40 1
//8PM
44 22 10	108 108 108	255 255 255	145 79 19	171 113 33	10 10 0	10 0 0	2 1 1 80 50 0 950 0 1	120 100 100	46 58 61	92 57 27 240	127 64 64 55	127 96 61 15	155 0 0 1
//10PM
11 11 11	93 93 93	255 255 255	0 0 0	0 0 0	0 0 0	0 0 0	1 1 1 200 100 0 1000 0 1	56 26 7	23 28 30	0 0 0 200	127 0 0 0	127 0 0 0	10 20 0 1
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
50 50 50	212 183 100	255 255 255	7 0 5	2 0 0	255 128 0	5 0 0	1 0.3 0.7 200 100 0 1000 100 1	30 20 0	3 3 3	18 18 16 240	72 0 0 0	127 0 0 0	0 40 0 0
//5AM
22 22 22	194 194 142	255 255 255	0 0 0	0 0 6	0 0 0	0 0 0	0 1 0.2 150 100 0 2000 100 1	0 0 0	0 0 0	53 104 104 240	127 80 80 80	127 60 190 190	0 90 0 0
//6AM
22 22 22	210 194 182	255 255 255	6 144 255	229 255 40	255 128 0	255 128 0	8.4 1 0.3 140 93 0 2300 100 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
5 0 0	255 181 106	255 255 255	26 112 255	148 229 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
5 0 0	255 181 106	255 255 255	5 88 255	0 118 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//7PM
8 5 5	255 255 182	255 255 255	55 103 255	62 161 255	255 255 255	255 255 255	3.9 1 0 110 40 75 2300 10 0.8	0 0 0	192 192 192	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 1
//8PM
25 14 14	210 194 182	255 255 255	98 155 255	255 117 45	255 128 0	255 128 0	2 1 0.4 100 60 0 2300 10 1	0 0 0	128 0 64	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 1
//10PM
0 0 0	225 204 202	255 255 255	0 0 0	7 0 0	255 128 0	5 8 0	1 0.5 0.7 160 100 0 1400 10 0.8	70 27 10	0 0 0	71 46 53 170	12 77 143 84	127 76 51 0	0 30 0 1
//
//////////// EXTRASUNNY_SF
50 50 50	212 183 100	255 255 255	7 0 5	2 0 0	255 128 0	5 0 0	1 0.3 0.7 200 100 0 1000 100 1	30 20 0	3 3 3	18 18 16 240	72 0 0 0	127 0 0 0	0 40 0 0
//5AM
22 22 22	194 194 142	255 255 255	0 0 0	0 0 6	0 0 0	0 0 0	0 1 0.2 150 100 0 2000 100 1	0 0 0	0 0 0	53 104 104 240	127 80 80 80	127 60 190 190	0 90 0 0
//6AM
22 22 22	210 194 182	255 255 255	6 144 255	229 255 40	255 128 0	255 128 0	8.4 1 0.3 140 93 0 2300 100 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
5 0 0	255 181 106	255 255 255	26 112 255	148 229 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
5 0 0	255 181 106	255 255 255	5 88 255	0 118 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//7PM
8 5 5	255 255 182	255 255 255	55 103 255	62 161 255	255 255 255	255 255 255	3.9 1 0 110 40 75 2300 10 0.8	0 0 0	192 192 192	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 1
//8PM
25 14 14	210 194 182	255 255 255	98 155 255	255 117 45	255 128 0	255 128 0	2 1 0.4 100 60 0 2300 10 1	0 0 0	128 0 64	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 1
//10PM
0 0 0	225 204 202	255 255 255	0 0 0	7 0 0	255 128 0	5 8 0	1 0.5 0.7 160 100 0 1400 10 0.8	70 27 10	0 0 0	71 46 53 170	12 77 143 84	127 76 51 0	0 30 0 1
//

//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 20 20 20 101 101 95 255 255 255 0 0 0 0 0 0 0 0 0 0 0 0 1.00 1.00 1.00 200 100 0 1000.00 0.00 1.00 30 20 0 23 28 30 38 43 51 210 255 50 50 10 255 88 67 67 155 0 0
//5AM
 10 2 10 108 108 101 255 255 255 21 21 21 37 37 37 10 10 0 10 0 0 0.00 1.00 1.00 200 100 0 1000.00 0.00 1.00 82 31 12 23 28 30 6 17 45 220 255 70 61 47 255 94 74 70 155 0 0
//6AM
 12 12 12 153 153 153 255 255 255 58 58 58 70 70 70 10 10 0 10 0 0 3.40 0.90 0.90 200 100 0 1000.00 0.00 0.80 100 34 25 23 28 30 60 60 68 210 255 64 64 64 255 86 55 14 155 60 100
//7AM
 5 5 12 139 139 139 255 255 255 103 111 126 129 136 150 10 10 0 10 0 0 0.00 0.70 0.80 200 50 0 1600.00 0.00 0.50 120 40 40 46 58 61 86 86 99 230 255 124 124 124 255 96 61 15 155 0 0
//Midday
 5 5 12 182 183 183 255 255 255 2 82 125 11 104 159 10 10 0 10 0 0 2.50 0.50 0.70 80 0 120 1100.00 0.00 0.30 120 100 100 92 116 123 32 82 123 230 255 124 124 124 255 96 61 15 155 60 90
//7PM
 78 33 3 173 173 173 255 255 255 170 89 9 210 111 11 245 168 5 214 82 3 3.00 100 1.00 80 0 0 1000.00 0.00 0.80 120 100 100 46 58 61 145 102 15 200 255 124 124 124 255 96 61 15 155 80 40
//8PM
 44 22 10 108 108 108 255 255 255 145 79 19 171 113 33 10 10 0 10 0 0 2.00 1.00 1.00 80 50 0 950.00 0.00 1.00 120 100 100 46 58 61 92 57 27 240 255 64 64 55 255 96 61 15 155 0 0
//10PM
 11 11 11 93 93 93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00 1.00 1.00 200 100 0 1000.00 0.00 1.00 56 26 7 23 28 30 0 0 0 200 255 0 0 0 255 0 0 0 10 20 0
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
18 18 35	135 173 197	255 255 255	0 0 0	37 37 37	0 0 0	0 0 0	1 1 0.6 200 100 0 950 5 1	30 20 0	0 0 0	55 63 74 160	62 38 64 98	127 0 64 20	90 55 0 1
//5AM
31 31 31	135 173 197	255 255 255	27 27 29	51 51 51	0 0 0	0 0 0	1 1 0.7 200 100 0 950 5 1	70 27 10	0 0 0	55 55 55 190	62 94 66 55	127 22 66 33	90 120 30 1
//6AM
31 31 31	175 173 197	255 255 255	62 62 62	79 79 79	0 0 0	0 0 0	3.4 0.9 0.3 200 100 0 950 5 0.9	100 34 25	0 0 0	46 77 92 190	62 88 89 110	127 48 48 48	90 120 100 1
//7AM
21 21 21	175 173 197	255 255 255	80 84 99	107 121 137	0 0 0	0 0 0	0 0.7 0.5 80 80 0 960 5 0.8	120 40 40	0 0 0	34 75 98 190	62 80 61 81	127 48 48 48	160 200 60 1
//Midday
13 13 13	161 161 161	255 255 255	84 105 131	129 143 167	10 10 0	10 0 0	1 0.5 0.3 60 50 60 970 5 0.3	120 100 100	0 0 0	111 111 111 190	62 124 124 124	127 48 48 48	160 200 30 1
//7PM
13 13 13	161 161 161	255 255 255	106 95 81	124 104 86	10 10 0	10 0 0	3.5 1 0.3 60 50 0 950 5 0.8	120 40 40	0 0 0	123 107 100 190	62 124 124 124	127 48 48 48	120 131 40 1
//8PM
31 31 39	167 198 223	255 255 255	92 80 67	116 107 99	0 0 0	0 0 0	2 1.9 0.8 80 80 0 950 5 1	120 40 40	0 0 0	71 115 141 190	62 38 64 99	127 48 48 48	90 55 0 1
//10PM
31 31 39	134 176 210	255 255 255	20 20 20	36 36 36	0 0 0	0 0 0	1 0.2 0.5 200 100 0 960 5 1	70 27 10	0 0 0	36 77 96 190	62 38 64 98	127 0 55 20	90 120 0 1
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
33 33 33	141 141 141	255 255 255	0 0 0	0 0 0	10 10 0	10 0 0	1 1 0.7 60 50 0 800 65336 1	30 20 0	0 0 0	105 105 109 240	72 124 124 124	127 30 30 32	0 120 0 1
//5AM
33 33 33	194 169 156	255 255 255	46 46 46	58 58 61	10 10 0	10 0 0	0 1 0.7 60 50 0 850 65336 1	70 27 10	0 0 0	120 120 125 170	120 124 124 124	127 30 30 32	0 120 0 1
//6AM
33 33 33	141 141 141	255 255 255	77 77 77	91 91 91	0 10 0	10 0 0	3.4 0.9 0.7 60 50 0 750 65336 0.8	100 34 25	0 0 0	128 128 125 170	120 124 124 124	127 30 30 32	0 120 100 1
//7AM
33 33 33	141 141 141	255 255 255	83 85 102	101 111 133	10 10 0	10 0 0	2.5 0.7 0.7 60 50 0 750 65336 0.6	120 40 40	0 0 0	128 128 125 170	120 124 124 124	127 30 30 32	0 120 0 1
//Midday
13 13 13	141 141 141	255 255 255	121 123 147	126 133 141	10 10 0	10 0 0	1 0.5 0.3 60 50 60 750 65506 0.3	120 100 100	0 0 0	128 128 128 170	120 124 124 124	127 30 30 32	0 120 0 1
//7PM
13 13 13	141 141 141	255 255 255	122 98 82	113 103 91	10 10 0	10 0 0	3.5 1 0.3 60 50 0 750 65466 0.8	125 51 43	0 0 0	123 123 124 170	120 124 124 124	127 30 30 32	0 111 0 1
//8PM
13 13 13	141 141 141	255 255 255	71 61 54	81 67 55	10 10 0	10 0 0	2 1 1 60 50 0 750 65456 1	120 40 40	0 0 0	122 121 124 170	120 124 124 124	127 30 30 32	0 120 0 1
//10PM
33 33 33	141 141 141	255 255 255	67 57 50	80 64 56	10 10 0	10 0 0	1 1 0.7 60 50 0 750 65436 1	70 27 10	0 0 0	123 124 120 170	120 124 124 124	127 30 30 32	0 120 0 1
//
//////////// SUNNY_VEGAS
50 50 50	212 183 100	255 255 255	7 0 5	2 0 0	255 128 0	5 0 0	1 0.3 0.7 200 100 0 1000 100 1	30 20 0	3 3 3	18 18 16 240	72 0 0 0	127 0 0 0	0 40 0 0
//5AM
22 22 22	194 194 142	255 255 255	0 0 0	0 0 6	0 0 0	0 0 0	0 1 0.2 150 100 0 2000 100 1	0 0 0	0 0 0	53 104 104 240	127 80 80 80	127 60 190 190	0 90 0 0
//6AM
22 22 22	210 194 182	255 255 255	6 144 255	229 255 40	255 128 0	255 128 0	8.4 1 0.3 140 93 0 2300 100 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
5 0 0	255 181 106	255 255 255	26 112 255	148 229 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
5 0 0	255 181 106	255 255 255	5 88 255	0 118 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//7PM
8 5 5	255 255 182	255 255 255	55 103 255	62 161 255	255 255 255	255 255 255	3.9 1 0 110 40 75 2300 10 0.8	0 0 0	192 192 192	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 1
//8PM
25 14 14	210 194 182	255 255 255	98 155 255	255 117 45	255 128 0	255 128 0	2 1 0.4 100 60 0 2300 10 1	0 0 0	128 0 64	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 1
//10PM
0 0 0	225 204 202	255 255 255	0 0 0	7 0 0	255 128 0	5 8 0	1 0.5 0.7 160 100 0 1400 10 0.8	70 27 10	0 0 0	71 46 53 170	12 77 143 84	127 76 51 0	0 30 0 1
//
//////////// EXTRASUNNY_VEGAS
50 50 50	212 183 100	255 255 255	7 0 5	2 0 0	255 128 0	5 0 0	1 0.3 0.7 200 100 0 1000 100 1	30 20 0	3 3 3	18 18 16 240	72 0 0 0	127 0 0 0	0 40 0 0
//5AM
22 22 22	194 194 142	255 255 255	0 0 0	0 0 6	0 0 0	0 0 0	0 1 0.2 150 100 0 2000 100 1	0 0 0	0 0 0	53 104 104 240	127 80 80 80	127 60 190 190	0 90 0 0
//6AM
22 22 22	210 194 182	255 255 255	6 144 255	229 255 40	255 128 0	255 128 0	8.4 1 0.3 140 93 0 2300 100 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
5 0 0	255 181 106	255 255 255	26 112 255	148 229 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
5 0 0	255 181 106	255 255 255	5 88 255	0 118 255	255 255 255	255 255 255	2.2 1 0.3 100 50 75 2300 100 0.5	0 0 0	255 255 255	145 170 170 240	127 133 106 70	127 96 61 15	25 180 0 0
//7PM
8 5 5	255 255 182	255 255 255	55 103 255	62 161 255	255 255 255	255 255 255	3.9 1 0 110 40 75 2300 10 0.8	0 0 0	192 192 192	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 1
//8PM
25 14 14	210 194 182	255 255 255	98 155 255	255 117 45	255 128 0	255 128 0	2 1 0.4 100 60 0 2300 10 1	0 0 0	128 0 64	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 1
//10PM
0 0 0	225 204 202	255 255 255	0 0 0	7 0 0	255 128 0	5 8 0	1 0.5 0.7 160 100 0 1400 10 0.8	70 27 10	0 0 0	71 46 53 170	12 77 143 84	127 76 51 0	0 30 0 1
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
20 20 20	101 101 95	255 255 255	0 0 0	0 0 0	0 0 0	0 0 0	1 1 1 200 100 0 1000 0 1	30 20 0	23 28 30	38 43 51 210	127 50 50 10	127 88 67 67	155 0 0 1
//5AM
10 2 10	108 108 101	255 255 255	21 21 21	37 37 37	10 10 0	10 0 0	0 1 1 200 100 0 1000 0 1	82 31 12	23 28 30	6 17 45 220	127 70 61 47	127 94 74 70	155 0 0 1
//6AM
12 12 12	153 153 153	255 255 255	58 58 58	70 70 70	10 10 0	10 0 0	3.4 0.9 0.9 200 100 0 1000 0 0.8	100 34 25	23 28 30	60 60 68 210	127 64 64 64	127 86 55 14	155 60 100 1
//7AM
5 5 12	139 139 139	255 255 255	103 111 126	129 136 150	10 10 0	10 0 0	0 0.7 0.8 200 50 0 1600 0 0.5	120 40 40	46 58 61	86 86 99 230	127 124 124 124	127 96 61 15	155 0 0 1
//Midday
5 5 12	182 183 183	255 255 255	2 82 125	11 104 159	10 10 0	10 0 0	2.5 0.5 0.7 80 0 120 1100 0 0.3	120 100 100	92 116 123	32 82 123 230	127 124 124 124	127 96 61 15	155 60 90 1
//7PM
78 33 3	173 173 173	255 255 255	170 89 9	210 111 11	245 168 5	214 82 3	3 23.2 1 80 0 0 1000 0 0.8	120 100 100	46 58 61	145 102 15 200	127 124 124 124	127 96 61 15	155 80 40 1
//8PM
44 22 10	108 108 108	255 255 255	145 79 19	171 113 33	10 10 0	10 0 0	2 1 1 80 50 0 950 0 1	120 100 100	46 58 61	92 57 27 240	127 64 64 55	127 96 61 15	155 0 0 1
//10PM
