-1000.0 -2998.0 6.0 0.0 0.0 0.25 0.0	-500.0 -2998.0 6.0 0.0 0.0 0.25 0.0	-1000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	-500.0 -2500.0 6.0 0.0 0.0 0.25 0.0  1
-1000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	-500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	-1000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-500.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
-1000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-1000.0 -1570.0 6.0 0.0 0.0 0.25 0.0	-500.0 -1570.0 6.0 0.0 0.0 0.25 0.0  1
-800.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-800.0 -1000.0 6.0 0.0 0.0 0.25 0.0	-500.0 -1000.0 6.0 0.0 0.0 0.25 0.0  1
-800.0 -1000.0 6.0 0.0 0.0 0.25 0.0	-680.0 -1000.0 6.0 0.0 0.0 0.25 0.0	-800.0 -500.0 6.0 0.0 0.0 0.25 0.0	-680.0 -500.0 6.0 0.0 0.0 0.25 0.0  1
-850.0 -500.0 6.0 0.0 0.0 0.25 0.0	-700.0 -500.0 6.0 0.0 0.0 0.25 0.0	-850.0 0.0 6.0 0.0 0.0 0.25 0.0	-700.0 0.0 6.0 0.0 0.0 0.25 0.0  1
-670.0 0.0 6.0 0.0 0.0 0.25 0.0	-500.0 0.0 6.0 0.0 0.0 0.25 0.0	-670.0 500.0 6.0 0.0 0.0 0.25 0.0	-500.0 500.0 6.0 0.0 0.0 0.25 0.0  1
-670.0 500.0 6.0 0.0 0.0 0.25 0.0	-500.0 500.0 6.0 0.0 0.0 0.25 0.0	-670.0 610.0 6.0 0.0 0.0 0.25 0.0	-500.0 610.0 6.0 0.0 0.0 0.25 0.0  1
742.0 1078.0 6.0 0.0 0.0 0.25 0.0	1000.0 1078.0 6.0 0.0 0.0 0.25 0.0	742.0 1230.0 6.0 0.0 0.0 0.25 0.0	1000.0 1230.0 6.0 0.0 0.0 0.25 0.0  1
-1000.0 1500.0 6.0 0.0 0.0 0.25 0.0	-500.0 1500.0 6.0 0.0 0.0 0.25 0.0	-1000.0 2000.0 6.0 0.0 0.0 0.25 0.0	-500.0 2000.0 6.0 0.0 0.0 0.25 0.0  1
-1000.0 2000.0 6.0 0.0 0.0 0.25 0.0	-500.0 2000.0 6.0 0.0 0.0 0.25 0.0	-1000.0 2500.0 6.0 0.0 0.0 0.25 0.0	-500.0 2500.0 6.0 0.0 0.0 0.25 0.0  1
-1000.0 2500.0 6.0 0.0 0.0 0.25 0.0	-500.0 2500.0 6.0 0.0 0.0 0.25 0.0	-1000.0 2998.0 6.0 0.0 0.0 0.25 0.0	-500.0 2998.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 -2998.0 6.0 0.0 0.0 0.25 0.0	0.0 -2998.0 6.0 0.0 0.0 0.25 0.0	-500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	0.0 -2500.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	0.0 -2500.0 6.0 0.0 0.0 0.25 0.0	-500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	0.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	0.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	0.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
-210.0 -1500.0 6.0 0.0 0.0 0.25 0.0	0.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-210.0 -1450.0 6.0 0.0 0.0 0.25 0.0	0.0 -1450.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-210.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-500.0 -1060.0 6.0 0.0 0.0 0.25 0.0	-210.0 -1060.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 -1060.0 6.0 0.0 0.0 0.25 0.0	0.0 -1060.0 6.0 0.0 0.0 0.25 0.0	-500.0 -640.0 6.0 0.0 0.0 0.25 0.0	0.0 -640.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 -250.0 6.0 0.0 0.0 0.25 0.0	0.0 -250.0 6.0 0.0 0.0 0.25 0.0	-500.0 0.0 6.0 0.0 0.0 0.25 0.0	0.0 0.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 0.0 6.0 0.0 0.0 0.25 0.0	0.0 0.0 6.0 0.0 0.0 0.25 0.0	-500.0 500.0 6.0 0.0 0.0 0.25 0.0	0.0 500.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 500.0 6.0 0.0 0.0 0.25 0.0	-110.0 500.0 6.0 0.0 0.0 0.25 0.0	-500.0 1000.0 6.0 0.0 0.0 0.25 0.0	-110.0 1000.0 6.0 0.0 0.0 0.25 0.0  1
-380.0 1000.0 6.0 0.0 0.0 0.25 0.0	-110.0 1000.0 6.0 0.0 0.0 0.25 0.0	-380.0 1500.0 6.0 0.0 0.0 0.25 0.0	-110.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 1500.0 6.0 0.0 0.0 0.25 0.0	0.0 1500.0 6.0 0.0 0.0 0.25 0.0	-500.0 2000.0 6.0 0.0 0.0 0.25 0.0	0.0 2000.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 2000.0 6.0 0.0 0.0 0.25 0.0	0.0 2000.0 6.0 0.0 0.0 0.25 0.0	-500.0 2500.0 6.0 0.0 0.0 0.25 0.0	0.0 2500.0 6.0 0.0 0.0 0.25 0.0  1
-500.0 2500.0 6.0 0.0 0.0 0.25 0.0	0.0 2500.0 6.0 0.0 0.0 0.25 0.0	-500.0 2998.0 6.0 0.0 0.0 0.25 0.0	0.0 2998.0 6.0 0.0 0.0 0.25 0.0  1
0.0 -2998.0 6.0 0.0 0.0 0.25 0.0	500.0 -2998.0 6.0 0.0 0.0 0.25 0.0	0.0 -2500.0 6.0 0.0 0.0 0.25 0.0	500.0 -2500.0 6.0 0.0 0.0 0.25 0.0  1
0.0 -2500.0 6.0 0.0 0.0 0.25 0.0	500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	0.0 -2000.0 6.0 0.0 0.0 0.25 0.0	500.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
0.0 -2000.0 6.0 0.0 0.0 0.25 0.0	500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	0.0 -1500.0 6.0 0.0 0.0 0.25 0.0	500.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
880.0 1000.0 6.0 0.0 0.0 0.25 0.0	1000.0 1000.0 6.0 0.0 0.0 0.25 0.0	880.0 1078.0 6.0 0.0 0.0 0.25 0.0	1000.0 1078.0 6.0 0.0 0.0 0.25 0.0  1
0.0 -870.0 6.0 0.0 0.0 0.25 0.0	350.0 -870.0 6.0 0.0 0.0 0.25 0.0	0.0 -500.0 6.0 0.0 0.0 0.25 0.0	350.0 -500.0 6.0 0.0 0.0 0.25 0.0  1
0.0 -500.0 6.0 0.0 0.0 0.25 0.0	500.0 -500.0 6.0 0.0 0.0 0.25 0.0	0.0 0.0 6.0 0.0 0.0 0.25 0.0	500.0 0.0 6.0 0.0 0.0 0.25 0.0  1
0.0 0.0 6.0 0.0 0.0 0.25 0.0	440.0 0.0 6.0 0.0 0.0 0.25 0.0	0.0 500.0 6.0 0.0 0.0 0.25 0.0	440.0 500.0 6.0 0.0 0.0 0.25 0.0  1
90.0 500.0 6.0 0.0 0.0 0.25 0.0	300.0 500.0 6.0 0.0 0.0 0.25 0.0	90.0 1000.0 6.0 0.0 0.0 0.25 0.0	300.0 1000.0 6.0 0.0 0.0 0.25 0.0  1
100.0 1000.0 6.0 0.0 0.0 0.25 0.0	280.0 1000.0 6.0 0.0 0.0 0.25 0.0	100.0 1500.0 6.0 0.0 0.0 0.25 0.0	280.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
0.0 1500.0 6.0 0.0 0.0 0.25 0.0	500.0 1500.0 6.0 0.0 0.0 0.25 0.0	0.0 2000.0 6.0 0.0 0.0 0.25 0.0	500.0 2000.0 6.0 0.0 0.0 0.25 0.0  1
0.0 2000.0 6.0 0.0 0.0 0.25 0.0	500.0 2000.0 6.0 0.0 0.0 0.25 0.0	0.0 2500.0 6.0 0.0 0.0 0.25 0.0	500.0 2500.0 6.0 0.0 0.0 0.25 0.0  1
0.0 2500.0 6.0 0.0 0.0 0.25 0.0	500.0 2500.0 6.0 0.0 0.0 0.25 0.0	0.0 2998.0 6.0 0.0 0.0 0.25 0.0	500.0 2998.0 6.0 0.0 0.0 0.25 0.0  1
500.0 -2998.0 6.0 0.0 0.0 0.25 0.0	1000.0 -2998.0 6.0 0.0 0.0 0.25 0.0	500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	1000.0 -2500.0 6.0 0.0 0.0 0.25 0.0  1
500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	1000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	1000.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	1000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	1000.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
540.0 -1500.0 6.0 0.0 0.0 0.25 0.0	1000.0 -1500.0 6.0 0.0 0.0 0.25 0.0	540.0 -1000.0 6.0 0.0 0.0 0.25 0.0	1000.0 -1000.0 6.0 0.0 0.0 0.25 0.0  1
730.0 -1000.0 6.0 0.0 0.0 0.25 0.0	1000.0 -1000.0 6.0 0.0 0.0 0.25 0.0	730.0 -500.0 6.0 0.0 0.0 0.25 0.0	1000.0 -500.0 6.0 0.0 0.0 0.25 0.0  1
890.0 -500.0 6.0 0.0 0.0 0.25 0.0	1000.0 -500.0 6.0 0.0 0.0 0.25 0.0	890.0 0.0 6.0 0.0 0.0 0.25 0.0	1000.0 0.0 6.0 0.0 0.0 0.25 0.0  1
900.0 0.0 6.0 0.0 0.0 0.25 0.0	1000.0 0.0 6.0 0.0 0.0 0.25 0.0	900.0 500.0 6.0 0.0 0.0 0.25 0.0	1000.0 500.0 6.0 0.0 0.0 0.25 0.0  1
900.0 500.0 6.0 0.0 0.0 0.25 0.0	1000.0 500.0 6.0 0.0 0.0 0.25 0.0	900.0 1000.0 6.0 0.0 0.0 0.25 0.0	1000.0 1000.0 6.0 0.0 0.0 0.25 0.0  1
500.0 1230.0 6.0 0.0 0.0 0.25 0.0	1000.0 1230.0 6.0 0.0 0.0 0.25 0.0	500.0 1500.0 6.0 0.0 0.0 0.25 0.0	1000.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
500.0 1500.0 6.0 0.0 0.0 0.25 0.0	1000.0 1500.0 6.0 0.0 0.0 0.25 0.0	500.0 2000.0 6.0 0.0 0.0 0.25 0.0	1000.0 2000.0 6.0 0.0 0.0 0.25 0.0  1
500.0 2000.0 6.0 0.0 0.0 0.25 0.0	1000.0 2000.0 6.0 0.0 0.0 0.25 0.0	500.0 2500.0 6.0 0.0 0.0 0.25 0.0	1000.0 2500.0 6.0 0.0 0.0 0.25 0.0  1
500.0 2500.0 6.0 0.0 0.0 0.25 0.0	1000.0 2500.0 6.0 0.0 0.0 0.25 0.0	500.0 2998.0 6.0 0.0 0.0 0.25 0.0	1000.0 2998.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 -2998.0 6.0 0.0 0.0 0.25 0.0	1500.0 -2998.0 6.0 0.0 0.0 0.25 0.0	1000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	1500.0 -2500.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	1500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	1000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	1500.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	1500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	1000.0 -1500.0 6.0 0.0 0.0 0.25 0.0	1500.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 -1500.0 6.0 0.0 0.0 0.25 0.0	1500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	1000.0 -1000.0 6.0 0.0 0.0 0.25 0.0	1500.0 -1000.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 -1000.0 6.0 0.0 0.0 0.25 0.0	1500.0 -1000.0 6.0 0.0 0.0 0.25 0.0	1000.0 -500.0 6.0 0.0 0.0 0.25 0.0	1500.0 -500.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 -500.0 6.0 0.0 0.0 0.25 0.0	1500.0 -500.0 6.0 0.0 0.0 0.25 0.0	1000.0 0.0 6.0 0.0 0.0 0.25 0.0	1500.0 0.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 0.0 6.0 0.0 0.0 0.25 0.0	1500.0 0.0 6.0 0.0 0.0 0.25 0.0	1000.0 500.0 6.0 0.0 0.0 0.25 0.0	1500.0 500.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 500.0 6.0 0.0 0.0 0.25 0.0	1500.0 500.0 6.0 0.0 0.0 0.25 0.0	1000.0 1000.0 6.0 0.0 0.0 0.25 0.0	1500.0 1000.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 1000.0 6.0 0.0 0.0 0.25 0.0	1500.0 1000.0 6.0 0.0 0.0 0.25 0.0	1000.0 1500.0 6.0 0.0 0.0 0.25 0.0	1500.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 1500.0 6.0 0.0 0.0 0.25 0.0	1500.0 1500.0 6.0 0.0 0.0 0.25 0.0	1000.0 2000.0 6.0 0.0 0.0 0.25 0.0	1500.0 2000.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 2000.0 6.0 0.0 0.0 0.25 0.0	1500.0 2000.0 6.0 0.0 0.0 0.25 0.0	1000.0 2500.0 6.0 0.0 0.0 0.25 0.0	1500.0 2500.0 6.0 0.0 0.0 0.25 0.0  1
1000.0 2500.0 6.0 0.0 0.0 0.25 0.0	1500.0 2500.0 6.0 0.0 0.0 0.25 0.0	1000.0 2998.0 6.0 0.0 0.0 0.25 0.0	1500.0 2998.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 -2998.0 6.0 0.0 0.0 0.25 0.0	2000.0 -2998.0 6.0 0.0 0.0 0.25 0.0	1500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	2000.0 -2500.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	2000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	1500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	2000.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	2000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	1500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	2000.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	2000.0 -1500.0 6.0 0.0 0.0 0.25 0.0	1500.0 -1000.0 6.0 0.0 0.0 0.25 0.0	2000.0 -1000.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 -1000.0 6.0 0.0 0.0 0.25 0.0	2000.0 -1000.0 6.0 0.0 0.0 0.25 0.0	1500.0 -500.0 6.0 0.0 0.0 0.25 0.0	2000.0 -500.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 -500.0 6.0 0.0 0.0 0.25 0.0	2000.0 -500.0 6.0 0.0 0.0 0.25 0.0	1500.0 0.0 6.0 0.0 0.0 0.25 0.0	2000.0 0.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 0.0 6.0 0.0 0.0 0.25 0.0	2000.0 0.0 6.0 0.0 0.0 0.25 0.0	1500.0 500.0 6.0 0.0 0.0 0.25 0.0	2000.0 500.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 500.0 6.0 0.0 0.0 0.25 0.0	2000.0 500.0 6.0 0.0 0.0 0.25 0.0	1500.0 1000.0 6.0 0.0 0.0 0.25 0.0	2000.0 1000.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 1000.0 6.0 0.0 0.0 0.25 0.0	2000.0 1000.0 6.0 0.0 0.0 0.25 0.0	1500.0 1500.0 6.0 0.0 0.0 0.25 0.0	2000.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 1500.0 6.0 0.0 0.0 0.25 0.0	2000.0 1500.0 6.0 0.0 0.0 0.25 0.0	1500.0 2000.0 6.0 0.0 0.0 0.25 0.0	2000.0 2000.0 6.0 0.0 0.0 0.25 0.0  1
1500.0 2000.0 6.0 0.0 0.0 0.25 0.0	2000.0 2000.0 6.0 0.0 0.0 0.25 0.0	1500.0 2500.0 6.0 0.0 0.0 0.25 0.0	2000.0 2500.0 6.0 0.0 0.0 0.25 0.0  1
